months_as_customer,age,policy_deductable,policy_annual_premium,umbrella_limit,capital-gains,capital-loss,incident_hour_of_the_day,number_of_vehicles_involved,bodily_injuries,witnesses,total_claim_amount,injury_claim,property_claim,vehicle_claim,fraud_reported,Date-diff,policy_state_IN,policy_state_OH,policy_csl_250/500,policy_csl_500/1000,insured_sex_MALE,incident_type_Parked Car,incident_type_Single Vehicle Collision,incident_type_Vehicle Theft,collision_type_Rear Collision,collision_type_Side Collision,collision_type_unknown,incident_severity_Minor Damage,incident_severity_Total Loss,incident_severity_Trivial Damage,authorities_contacted_Fire,authorities_contacted_None,authorities_contacted_Other,authorities_contacted_Police,property_damage_Unknown,property_damage_YES,police_report_available_YES,police_report_available_unknown
0.2698347500732554,0.334073453910285,-1.0399656435679563,-0.013465329016815061,-0.4794758203104481,0.47648006934120174,0.9538505081700629,1.4905230943442151,-0.8238649762007128,1.2296926501022896,0.461837853772224,1.2978487513181043,0.09768964808381879,1.7461391721635156,1.3429733882631227,0,-0.048840127959397094,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
2.1124221048220204,2.4138230031551786,1.412783515790431,-0.4886230524286849,-0.4794758203104481,-0.9019267788874382,-0.8617395714633288,1.3465946379571725,1.1400563019893057,0.009759465477002306,0.461837853772224,2.3555132920041544,2.1003499816666586,2.131846180027026,2.2054073608569063,0,0.3731201052112356,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
-1.2511689625731308,-1.7456760953346089,-1.0399656435679563,-0.1681907139429295,-0.4794758203104481,-0.9019267788874382,0.9538505081700629,-0.3805468386873412,-0.8238649762007128,0.009759465477002306,-1.3386995878348875,0.14241371564925173,-0.5582482298552894,0.4189752741385335,0.2363243902604116,0,0.5708790494421323,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
-0.7209905255935334,-0.5416105668244071,-0.22238259044849376,-1.310396779836849,-0.4794758203104481,0.9933826374269418,-0.213823111672589,-0.9562606642355124,-0.8238649762007128,0.009759465477002306,-0.4384308670313317,-1.723562707976012,-1.2941285366682265,-1.302190406112615,-1.7422940910895772,0,-1.4655539205287589,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
-0.2081949881870374,-0.10376855645706107,1.412783515790431,0.18326045833230545,-0.4794758203104481,0.5805785031918022,-1.0219386961368633,0.051238530473787215,-0.8238649762007128,-1.2101737191482849,0.461837853772224,-0.24866826428195712,-0.6627883291518347,0.20745852789080205,-0.2293263848685416,1,0.418183819433342,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
2.3383997992723407,2.085441495379669,1.412783515790431,-0.5122252297902956,-0.4794758203104481,1.0974810712775422,0.9538505081700629,0.051238530473787215,2.1220169410843153,-1.2101737191482849,-1.3386995878348875,0.39252428420990854,0.632688979777904,0.6470815691115773,0.21990212174050539,1,1.2654561322869955,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
-1.164254464707623,-1.4172945875590992,-0.22238259044849376,-0.23342450970626952,-0.4794758203104481,1.3810595634912468,0.9538505081700629,-1.6759029461707264,1.1400563019893057,0.009759465477002306,0.461837853772224,-0.02470561879809624,-0.33686919605084037,-0.33377549927251093,0.1377907791409744,0,-0.4443580164211905,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0
-0.5558529796490685,-0.8699920745999167,-1.0399656435679563,-2.2445267057268468,-0.4794758203104481,1.0185098455977764,0.9538505081700629,-0.3805468386873412,-0.8238649762007128,-1.2101737191482849,0.461837853772224,0.9518624648091956,1.3788183159336393,-0.06626902607685048,0.9912189915786804,0,-0.3855144887592664,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
-0.382023983918053,-0.21322905904889758,-1.0399656435679563,0.4827540596101046,-0.4794758203104481,0.7313417522168096,-0.3918221390876274,1.0587377251830867,-0.8238649762007128,0.009759465477002306,-1.3386995878348875,0.764279538388703,-0.16468550309182448,1.2152736129535227,0.8005087765088019,0,-1.7567921397162565,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
-0.06913179160222496,0.005691946134775455,1.412783515790431,0.8987014596061289,-0.4794758203104481,1.1441458864519491,-0.01802418151604676,-0.524475295074384,1.1400563019893057,1.2296926501022896,-1.3386995878348875,0.2894484135303651,-0.28562404933684754,-0.2819331595059101,0.5504664945282947,0,1.3034437260940603,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
2.2254109520471808,2.5232835057470155,-0.22238259044849376,-0.2804649604200353,-0.4794758203104481,-0.9019267788874382,0.9538505081700629,1.2026661815701296,1.1400563019893057,0.009759465477002306,-1.3386995878348875,-0.21228854521858886,-1.5237067939469142,-0.4478286467590328,0.21142611218184412,0,-0.06187508661868407,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
0.11338865391534139,0.2246129513184485,1.412783515790431,-1.5622352903654242,-0.4794758203104481,0.7744169662239546,0.9538505081700629,0.4830238996349156,1.1400563019893057,0.009759465477002306,0.461837853772224,-0.5654749844587891,-1.5237067939469142,-0.5535870198828986,-0.2552841641419417,0,-0.5128846562300134,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1
1.4431804712576104,1.7570599876041597,1.412783515790431,-1.1646451394284305,-0.4794758203104481,1.7077132697120962,-1.474056225771061,1.2026661815701296,1.1400563019893057,-1.2101737191482849,-1.3386995878348875,0.7108468260143809,2.1413460990378526,-0.29852270823122234,0.5165624562936496,1,1.040882415956994,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1.816912812079294,1.7570599876041597,1.412783515790431,0.050744066687428195,-0.4794758203104481,-0.9019267788874382,-0.1497434618031752,0.4830238996349156,-0.8238649762007128,1.2296926501022896,0.461837853772224,1.7203840300228501,0.15303440653493106,1.8581186260593734,1.8907355059916071,1,1.492264412958589,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
0.28721764964635693,0.11515244872661197,-0.22238259044849376,-1.5287988724364758,-0.4794758203104481,-0.9019267788874382,-0.9507390851708479,-0.8123322078484696,-0.8238649762007128,0.009759465477002306,1.3621065745757797,0.9518624648091956,-0.07244423900663739,1.4019060361132858,0.9912189915786804,0,0.8278539487252184,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
-1.7031243514737713,-0.43215006423257063,1.412783515790431,0.04308155424537795,-0.4794758203104481,-0.9019267788874382,0.9538505081700629,0.6269523560219584,1.1400563019893057,0.009759465477002306,1.3621065745757797,0.7100889152005607,1.8584728891766122,0.746618861463451,0.32161423644444054,1,-1.616014586195957,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
0.46104664537737255,0.4435339565021215,1.412783515790431,0.2691871352894185,-0.4794758203104481,-0.9019267788874382,-0.08566381193376135,-1.1001891206225551,-0.8238649762007128,0.009759465477002306,1.3621065745757797,-1.657624467173657,-1.1875386315031213,-1.3644012138325359,-1.661772000282295,0,1.5481285214983902,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0
-0.016983092882920287,-0.5416105668244071,-1.0399656435679563,-1.6731983047668852,-0.4794758203104481,0.21084958296380757,-0.12126361741676904,-0.9562606642355124,-0.8238649762007128,1.2296926501022896,-0.4384308670313317,-1.7826797514539856,-1.3105269836167042,-1.426612021552457,-1.7889121436622142,1,-0.0682063522531949,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1
0.17422880242119684,0.11515244872661197,1.412783515790431,0.14462008810314048,-0.4794758203104481,-0.9019267788874382,-1.0254986766851641,1.3465946379571725,-0.8238649762007128,0.009759465477002306,-1.3386995878348875,0.6471823176534863,0.0669425600554231,1.6839283644435945,0.4572303893830208,0,1.62410370911252,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
0.3219834487925601,0.6624549616857945,1.412783515790431,-0.622450676149207,-0.4794758203104481,-0.9019267788874382,0.9538505081700629,-0.9562606642355124,-0.8238649762007128,1.2296926501022896,0.461837853772224,1.4736840601243841,1.3665194807222811,1.3894638745693015,1.3519791484192005,0,-1.635380810489755,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
-1.2164031634269277,-1.5267550901509357,-0.22238259044849376,-1.2384838956881916,-0.4794758203104481,1.00774104209599,0.9538505081700629,1.4905230943442151,2.1220169410843153,-1.2101737191482849,-1.3386995878348875,0.8654606320336959,1.0590486004383242,1.0784098359696965,0.6606546187908912,0,0.26399887986349035,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
-0.3298752851987483,-0.21322905904889758,1.412783515790431,0.3313887068778303,-0.4794758203104481,0.08521354210963465,0.9538505081700629,-0.23661838230029839,1.1400563019893057,1.2296926501022896,0.461837853772224,0.5448643577877631,0.005448383998631703,0.01253133036838282,0.757069227520663,1,-0.8544005731033323,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
-0.42548123285080686,-0.43215006423257063,-0.22238259044849376,-0.6886678959692817,-0.4794758203104481,2.009239767762111,0.9538505081700629,0.6269523560219584,1.1400563019893057,1.2296926501022896,1.3621065745757797,-0.8705340870214083,-0.8452210514536492,-0.8480515097571915,-0.7818562579737727,0,-0.19147981843102316,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
-0.7818306740993888,-0.9794525771917532,-0.22238259044849376,1.2369993351225486,-0.4794758203104481,0.9431282210852726,-1.3245370427424288,-1.5319744897836836,1.1400563019893057,0.009759465477002306,0.461837853772224,0.9226828984771189,1.3501210337738034,1.3728743258439893,0.5901977893345194,0,1.3317482077542264,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.4776299315701116,-0.21322905904889758,-1.0399656435679563,0.652640565410865,-0.4794758203104481,-0.9019267788874382,0.9538505081700629,0.7708808124090012,-0.8238649762007128,-1.2101737191482849,-0.4384308670313317,0.45618879257080297,0.6900835440975759,-0.41464954930840825,0.5652995112559519,0,1.510885782471856,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0
-0.4950128311432131,-0.6510710694162436,-0.22238259044849376,0.3185632181379277,-0.4794758203104481,1.011330643263252,-0.797659921593915,0.4830238996349156,-0.8238649762007128,1.2296926501022896,-1.3386995878348875,0.012810966486002282,0.653187038463501,-0.4333127916243846,-0.04020542159091214,1,-1.1579288961695862,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
-1.2337860630000292,-1.1983735823754262,-0.22238259044849376,-1.0979771835823526,-0.4794758203104481,-0.9019267788874382,0.9538505081700629,-1.244117577009598,-0.8238649762007128,0.009759465477002306,-0.4384308670313317,0.2818693053921634,-0.28972366107396696,-0.28608054668723815,0.5419904849696334,1,-0.15460950679475427,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0
0.7391730385469975,1.1002969720531406,1.412783515790431,-0.13901580025982693,-0.4794758203104481,-0.9019267788874382,0.9538505081700629,0.6269523560219584,-0.8238649762007128,0.009759465477002306,-0.4384308670313317,-1.7974590123234788,-1.2715806721140694,-1.3644012138325359,-1.8355301962348511,0,1.2215097002356852,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0
1.973358908237208,1.6475994850123232,1.412783515790431,-0.41326818408145966,-0.4794758203104481,1.4564411880037504,0.9538505081700629,-1.1001891206225551,1.1400563019893057,1.2296926501022896,-1.3386995878348875,0.36144994084328147,1.0303513182784882,-0.2425329812832934,0.30095396314520373,0,-0.11140792952397459,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1
-0.04305744224257262,-0.21322905904889758,-1.0399656435679563,0.023249169101246154,-0.4794758203104481,0.8390297872346721,0.9538505081700629,-1.1001891206225551,-0.8238649762007128,-1.2101737191482849,1.3621065745757797,0.28073243917143315,0.7187808262574118,0.7341766999194668,0.019126645319716713,1,0.6088666432491973,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-1.086031416628666,-1.4172945875590992,-1.0399656435679563,0.7999083179067475,-0.4794758203104481,-0.9019267788874382,-1.0290586572334648,1.0587377251830867,-0.8238649762007128,1.2296926501022896,0.461837853772224,-0.48362061656621047,0.11613790090085621,-0.7049666520013731,-0.5259867194216858,0,0.909043119803063,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
-0.7644477745262872,-0.5416105668244071,-1.0399656435679563,1.9719858895239568,-0.4794758203104481,-0.9019267788874382,0.09589519602957781,-1.5319744897836836,-0.8238649762007128,0.009759465477002306,-0.4384308670313317,1.6794568460765609,1.7928791013827015,1.8207921414274209,1.4192574742910742,1,-1.4469325510154916,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1
-1.4510723076637988,-1.7456760953346089,-1.0399656435679563,0.8995209796534073,-0.4794758203104481,-0.9019267788874382,-1.445576381384655,0.7708808124090012,1.1400563019893057,0.009759465477002306,-1.3386995878348875,-0.04175861210905012,-0.34711822539363896,-0.34414396722583107,0.11924950823140289,0,-0.5795491590875097,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
-0.8513622723917951,-0.9794525771917532,-1.0399656435679563,-2.687738513295757,-0.4794758203104481,0.8821050012418171,-1.1892577819069996,1.634451550731258,-0.8238649762007128,1.2296926501022896,0.461837853772224,-0.06222220408219476,-0.35941706060499723,-0.35658612876981527,0.09699998313991708,0,-0.1557267889655503,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
0.5653440428159818,0.5529944590939581,1.412783515790431,-0.7184164736854785,-0.4794758203104481,0.4046880459959601,-0.06786390919225752,0.33909544324787283,-0.8238649762007128,-1.2101737191482849,0.461837853772224,0.1378662507663307,0.7884742257884421,0.804682282002044,-0.21661237053054969,0,-0.7862463606847746,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
0.5305782436697788,0.11515244872661197,-0.22238259044849376,0.8114225745710063,-0.4794758203104481,-0.9019267788874382,0.9538505081700629,0.7708808124090012,1.1400563019893057,1.2296926501022896,1.3621065745757797,0.08935995868183967,-0.11139055050927195,-1.5344440882669867,0.5456987391515478,0,-0.6082260681379411,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
-0.3559496345584007,-0.6510710694162436,-1.0399656435679563,-0.06529997200715741,-0.4794758203104481,0.36520243315607714,0.9538505081700629,-0.09268992591325557,1.1400563019893057,0.009759465477002306,-0.4384308670313317,0.9226828984771189,-1.5237067939469142,1.3728743258439893,1.3329081269122125,0,1.6509184812116247,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1
1.312808724459349,0.8813759668694676,1.412783515790431,0.07086328384810708,-0.4794758203104481,-0.9019267788874382,0.9538505081700629,1.0587377251830867,1.1400563019893057,1.2296926501022896,-0.4384308670313317,0.3803977111887858,-0.23642870849141445,-0.23216451332997323,0.6521786092322298,1,1.6106963230629676,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
-0.2516522371197913,-0.5416105668244071,-0.22238259044849376,-0.5430801595703187,-0.4794758203104481,-0.9019267788874382,0.9538505081700629,-0.9562606642355124,-0.8238649762007128,1.2296926501022896,-1.3386995878348875,-1.723183752569102,-1.3576725185935774,-1.3664749074232,-1.7089198034523485,0,-0.7940673358803468,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0
-0.10389759074842807,-0.43215006423257063,-0.22238259044849376,-0.043090978725919285,-0.4794758203104481,-0.9019267788874382,-0.4808216527951466,1.0587377251830867,-0.8238649762007128,-1.2101737191482849,-1.3386995878348875,0.9033561727247046,1.6165957966865663,0.054005202181663506,0.8312343111589491,0,0.6580270587642224,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
1.9646674584506572,2.1949019979715056,1.412783515790431,0.28770828835790463,-0.4794758203104481,-0.9019267788874382,0.9538505081700629,1.0587377251830867,1.1400563019893057,-1.2101737191482849,1.3621065745757797,1.1004129843179493,1.8297756070167763,0.1618372688961933,1.0240635286184927,0,-0.2711792799478064,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
-0.9817340191900567,-1.3078340849672627,1.412783515790431,-0.7481240753993114,-0.4794758203104481,-0.9019267788874382,0.9538505081700629,-1.1001891206225551,-0.8238649762007128,0.009759465477002306,0.461837853772224,-1.7243206187898323,-1.2531324192970321,-1.3975803112831606,-1.7295800767515852,0,1.011460652126032,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1
0.11338865391534139,0.005691946134775455,-0.22238259044849376,1.1232089765579776,-0.4794758203104481,-0.9019267788874382,0.9538505081700629,-0.524475295074384,-0.8238649762007128,1.2296926501022896,-0.4384308670313317,-1.8364914192352177,-1.4355651415988466,-1.4452752638684334,-1.8270541866761898,0,-0.03394303234878341,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0
0.16553735263464606,0.11515244872661197,-1.0399656435679563,-0.22535223724057965,-0.4794758203104481,2.2712806529722434,-0.7015404467897942,-0.6684037514614268,1.1400563019893057,0.009759465477002306,-1.3386995878348875,0.6725723299164621,1.104144329546638,1.1240310949643053,0.36770253841966116,0,1.0576416485189346,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
-0.07782324138877574,0.005691946134775455,-0.22238259044849376,0.5620426241842651,-0.4794758203104481,0.8067233767293134,-0.4559017889570412,-0.9562606642355124,-0.8238649762007128,-1.2101737191482849,-0.4384308670313317,-1.8993980167822921,-1.425316112256048,-1.4349067959151132,-1.9202902918214637,0,-1.6927346285906175,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0
-1.5814440544620605,-1.4172945875590992,-0.22238259044849376,0.08262339652654807,-0.4794758203104481,1.6646380557049514,0.9538505081700629,-1.244117577009598,-0.8238649762007128,0.009759465477002306,0.461837853772224,0.9905159163140244,1.710886866640313,0.1017001547669363,0.916524157342978,0,-0.7575694516343433,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
2.042890506529614,1.8665204901959962,-1.0399656435679563,-0.7126388573521673,-0.4794758203104481,0.3939192424941738,-1.0041387933953594,0.051238530473787215,1.1400563019893057,1.2296926501022896,1.3621065745757797,0.13900311698706094,-1.5237067939469142,-0.23423820692063727,0.6479406044528992,0,-0.911754391204195,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
-0.9556596698304044,-0.7605315720080802,-0.22238259044849376,0.6487888211886574,-0.4794758203104481,-0.9019267788874382,0.9538505081700629,1.0587377251830867,-0.8238649762007128,0.009759465477002306,1.3621065745757797,-1.9084929465481342,-1.462212617890123,-1.4722332805470657,-1.9139332846524677,0,0.8669588247030794,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
-1.677050002114119,0.005691946134775455,1.412783515790431,0.8754680662657931,-0.4794758203104481,1.129787481782901,-0.6766205829516888,1.4905230943442151,-0.8238649762007128,-1.2101737191482849,-0.4384308670313317,0.49370537785490154,-0.025298704029763995,-0.018574073491577695,0.7014454147919484,0,1.1783081229649055,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
-0.46024703199701,-0.3226895616407341,1.412783515790431,-1.5807564434339103,-0.4794758203104481,2.5010151276770163,-1.1287381125858864,0.051238530473787215,1.1400563019893057,0.009759465477002306,-0.4384308670313317,0.3849451760717068,0.8212711196853975,-0.34829135440715914,0.41485034158971446,0,-0.4238745099565967,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
-0.43417268263735764,-0.5416105668244071,-1.0399656435679563,-1.8897155012577722,-0.4794758203104481,0.4226360518322705,0.9538505081700629,0.4830238996349156,1.1400563019893057,1.2296926501022896,-0.4384308670313317,0.6335399230047233,1.6411934671092827,-1.5344440882669867,0.8534838362504349,1,1.6226139995514586,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
0.35674924793876317,0.5529944590939581,-0.22238259044849376,-0.3614335410911164,-0.4794758203104481,1.5784876276906614,0.9538505081700629,1.634451550731258,1.1400563019893057,-1.2101737191482849,1.3621065745757797,-0.3214277024086936,-0.010950062949846002,-0.7692511533119581,-0.2499866581677784,0,1.1414378113286365,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
-0.738373425166635,-0.7605315720080802,-0.22238259044849376,-1.0772433263862156,-0.4794758203104481,-0.9019267788874382,-0.8083398632388172,0.051238530473787215,-0.8238649762007128,-1.2101737191482849,1.3621065745757797,0.13407669669722982,-0.36966608994779576,0.8005348948207158,0.07845871223034556,0,-1.68454122600478,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
0.09600575434223983,0.334073453910285,-1.0399656435679563,2.4274341557987875,-0.4794758203104481,-0.9019267788874382,-0.7905399604973135,1.2026661815701296,1.1400563019893057,1.2296926501022896,0.461837853772224,0.597160203941355,0.8171715079482781,-0.3503650479978232,0.7130999279351077,1,-0.9113819638139296,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
0.7913217372663021,0.334073453910285,1.412783515790431,1.5789030988469925,-0.4794758203104481,1.3379843494841017,0.9538505081700629,0.6269523560219584,1.1400563019893057,-1.2101737191482849,-1.3386995878348875,0.2413210768527842,-0.17698433830318275,-0.17202739920071625,0.42703460533029003,1,-0.7117608826317062,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
0.4349722960177202,0.005691946134775455,-1.0399656435679563,0.43624629692706907,-0.4794758203104481,0.3795608378251255,0.9538505081700629,-0.8123322078484696,1.1400563019893057,1.2296926501022896,0.461837853772224,1.120118665477274,1.2886268577170121,-0.11189028507145925,1.2613917962610082,1,1.11797488574192,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
-0.8426708226052443,-0.8699920745999167,-1.0399656435679563,-0.07042197230264584,-0.4794758203104481,0.6559601277043059,-2.292851751880238,0.051238530473787215,-0.8238649762007128,-1.2101737191482849,-0.4384308670313317,1.3997877557769174,1.3050253046654898,1.3272530668493805,1.280462817767996,1,-1.294982175787232,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
